municipi,any_dirce,total_empreses,empreses_g_i,any_pob,poblacio,gi_per_1000hab,index_capacitat
Alcalà de Xivert,2025,602,230.0,2025,7349,31.29677507143829,31.17087690618542
"Alcora, l'",2025,627,238.0,2025,10664,22.31807951987997,22.097378984239924
Alcudia de Veo,2025,8,,2025,200,,
Alfondeguilla,2025,32,,2025,881,,
Algimia de Almonacid,2025,17,,2025,254,,
Almassora,2025,1771,651.0,2025,29159,22.325868514009397,29.17825442981767
Almedíjar,2025,17,,2025,288,,
Almenara,2025,357,130.0,2025,6813,19.081168354616175,14.488993434608222
Altura,2025,253,82.0,2025,3849,21.304234866199014,
Arañuel,2025,7,,2025,148,,
Ares del Maestrat,2025,7,,2025,181,,
Argelita,2025,5,,2025,139,,
Artana,2025,105,41.0,2025,1993,20.572002007024583,
Ayódar,2025,8,,2025,176,,
Azuébar,2025,25,,2025,359,,
Barracas,2025,11,,2025,188,,
Betxí,2025,340,147.0,2025,5659,25.976320904753493,22.50535277090871
Bejís,2025,31,,2025,400,,
Benafer,2025,8,,2025,168,,
Benafigos,2025,6,,2025,121,,
Benassal,2025,91,25.0,2025,1048,23.854961832061072,
Benicarló,2025,1781,661.0,2025,30296,21.81806179033536,28.758644311311166
Benicàssim/Benicasim,2025,1563,471.0,2025,20539,22.931983056623984,27.532064229953676
Benlloc,2025,49,21.0,2025,1143,18.37270341207349,
Borriol,2025,410,119.0,2025,6018,19.77401129943503,14.586261348336421
Borriana/Burriana,2025,1981,711.0,2025,37915,18.752472636159833,26.09117203130397
Cabanes,2025,269,116.0,2025,3475,33.38129496402878,
Càlig,2025,123,39.0,2025,2042,19.09892262487757,
Canet lo Roig,2025,36,,2025,715,,
Castellfort,2025,10,,2025,178,,
Castellnovo,2025,53,,2025,912,,
Castelló de la Plana,2025,12710,4330.0,2025,183711,23.569628383711375,43.78697051690132
Catí,2025,69,,2025,719,,
Caudiel,2025,34,,2025,735,,
Cervera del Maestre,2025,44,,2025,617,,
Cinctorres,2025,41,,2025,433,,
Cirat,2025,8,,2025,220,,
Cortes de Arenoso,2025,18,,2025,308,,
Costur,2025,27,,2025,511,,
"Coves de Vinromà, les",2025,109,38.0,2025,1888,20.127118644067796,
Culla,2025,41,,2025,503,,
Xert,2025,62,,2025,702,,
Chilches/Xilxes,2025,164,47.0,2025,3199,14.69209127852454,
Chóvar,2025,15,,2025,316,,
Eslida,2025,44,,2025,815,,
Espadilla,2025,4,,2025,101,,
Fanzara,2025,14,,2025,295,,
Figueroles,2025,29,,2025,525,,
Forcall,2025,42,,2025,475,,
Gaibiel,2025,16,,2025,200,,
Geldo,2025,31,,2025,665,,
Herbers,2025,5,,2025,68,,
"Jana, la",2025,46,,2025,679,,
Jérica,2025,99,38.0,2025,1764,21.541950113378686,
Llucena/Lucena del Cid,2025,77,29.0,2025,1421,20.408163265306122,
Ludiente,2025,17,,2025,162,,
"Llosa, la",2025,52,26.0,2025,1033,25.16940948693127,
"Mata de Morella, la",2025,24,,2025,196,,
Matet,2025,9,,2025,94,,
Moncofa,2025,465,188.0,2025,8339,22.544669624655235,20.674800188382086
Montán,2025,25,,2025,429,,
Montanejos,2025,59,,2025,649,,
Morella,2025,323,138.0,2025,2501,55.177928828468616,
Navajas,2025,50,,2025,906,,
Nules,2025,789,289.0,2025,14315,20.18861334264757,21.253141518128075
Olocau del Rey,2025,12,,2025,135,,
Onda,2025,1694,718.0,2025,26190,27.41504390988927,35.145938936947275
Orpesa/Oropesa del Mar,2025,815,352.0,2025,12640,27.848101265822784,30.584660249707657
Peníscola/Peñíscola,2025,694,339.0,2025,8774,38.63688169591976,41.511627331806764
Pina de Montalgrao,2025,5,,2025,121,,
Portell de Morella,2025,14,,2025,155,,
Puebla de Arenoso,2025,9,,2025,169,,
"Pobla de Benifassà, la",2025,20,,2025,229,,
"Pobla Tornesa, la",2025,86,30.0,2025,1322,22.692889561270803,
Ribesalbes,2025,59,20.0,2025,1191,16.79261125104954,
Rossell,2025,67,,2025,910,,
"Salzadella, la",2025,41,,2025,671,,
Sant Jordi/San Jorge,2025,100,33.0,2025,1554,21.235521235521233,
Sant Mateu,2025,145,60.0,2025,2021,29.688273132112815,
San Rafael del Río,2025,24,,2025,532,,
Santa Magdalena de Pulpis,2025,46,,2025,771,,
"Serratella, la",2025,4,,2025,113,,
Segorbe,2025,736,276.0,2025,9805,28.148903620601732,29.18703827693133
Sierra Engarcerán,2025,89,34.0,2025,1039,32.723772858517805,
Soneja,2025,92,29.0,2025,1521,19.066403681788298,
Sot de Ferrer,2025,25,,2025,492,,
Suera/Sueras,2025,31,,2025,593,,
Tales,2025,35,,2025,827,,
Teresa,2025,14,,2025,254,,
Tírig,2025,24,,2025,417,,
Todolella,2025,17,,2025,136,,
Torás,2025,15,,2025,271,,
"Toro, El",2025,21,,2025,256,,
Torreblanca,2025,327,136.0,2025,5744,23.676880222841227,19.57339005363331
"Torre d'en Besora, la",2025,19,,2025,164,,
"Torre d'en Doménec, la",2025,5,,2025,177,,
Traiguera,2025,85,29.0,2025,1302,22.27342549923195,
"Useres, les/Useras",2025,61,,2025,954,,
Vall d'Alba,2025,164,73.0,2025,3218,22.68489745183344,
Vall de Almonacid,2025,12,,2025,284,,
"Vall d'Uixó, la",2025,1659,543.0,2025,32242,16.841387010731346,22.21401120906345
Vallibona,2025,4,,2025,63,,
Vilafamés,2025,148,46.0,2025,1962,23.445463812436287,
Vilafranca/Villafranca del Cid,2025,140,52.0,2025,2115,24.58628841607565,
Villahermosa del Río,2025,21,,2025,473,,
Vilanova d'Alcolea,2025,35,,2025,584,,
Villanueva de Viver,2025,6,,2025,94,,
Vilar de Canes,2025,11,,2025,156,,
Vila-real,2025,3147,1023.0,2025,53623,19.07763459709453,28.985756959374186
"Vilavella, la",2025,141,56.0,2025,3054,18.3366077275704,
Villores,2025,4,,2025,51,,
Vinaròs,2025,2093,770.0,2025,30529,25.2219201415048,33.36242670961098
Vistabella del Maestrat,2025,25,,2025,354,,
Viver,2025,99,41.0,2025,1729,23.71312897628687,
Zorita del Maestrazgo,2025,5,,2025,118,,
Zucaina,2025,13,,2025,171,,
"Alqueries, les/Alquerías del Niño Perdido",2025,308,114.0,2025,4605,24.755700325732896,
Sant Joan de Moró,2025,184,67.0,2025,3695,18.132611637347768,
Abenójar,2025,60,24.0,2025,1309,18.33460656990069,
Agudo,2025,95,49.0,2025,1605,30.529595015576323,
Alamillo,2025,18,,2025,450,,
Albaladejo,2025,51,26.0,2025,984,26.42276422764228,
Alcázar de San Juan,2025,1863,646.0,2025,31914,20.241900106536313,26.962307390238124
Alcoba,2025,29,,2025,558,,
Alcolea de Calatrava,2025,53,17.0,2025,1360,12.5,
Alcubillas,2025,15,,2025,417,,
Aldea del Rey,2025,74,23.0,2025,1565,14.696485623003195,
Alhambra,2025,35,,2025,946,,
Almadén,2025,273,137.0,2025,4855,28.218331616889806,
Almadenejos,2025,10,,2025,384,,
Almagro,2025,612,291.0,2025,9190,31.664853101196954,33.20620974444533
Almedina,2025,16,,2025,475,,
Almodóvar del Campo,2025,252,108.0,2025,5637,19.159127195316657,13.266673530706337
Almuradiel,2025,45,,2025,744,,
Anchuras,2025,18,,2025,267,,
Arenas de San Juan,2025,45,19.0,2025,1013,18.756169792694966,
Argamasilla de Alba,2025,366,154.0,2025,6777,22.72391913826177,19.45854100497162
Argamasilla de Calatrava,2025,293,146.0,2025,5847,24.970070121429792,21.41356417239521
Arroba de los Montes,2025,8,,2025,388,,
Ballesteros de Calatrava,2025,16,,2025,363,,
Bolaños de Calatrava,2025,905,479.0,2025,12153,39.41413642721962,44.74780206596533
Brazatortas,2025,49,19.0,2025,1007,18.867924528301884,
Cabezarados,2025,10,,2025,279,,
Cabezarrubias del Puerto,2025,17,,2025,483,,
Calzada de Calatrava,2025,176,76.0,2025,3668,20.719738276990185,
Campo de Criptana,2025,811,301.0,2025,12868,23.391358408455083,24.86139216268027
Carrión de Calatrava,2025,163,76.0,2025,3239,23.464032108675514,
Carrizosa,2025,59,30.0,2025,1097,27.34731084776664,
Castellar de Santiago,2025,107,52.0,2025,1714,30.338389731621938,
Ciudad Real,2025,4952,1523.0,2025,76217,19.982418620517734,32.72142772928401
Corral de Calatrava,2025,66,29.0,2025,1154,25.12998266897747,
"Cortijos, Los",2025,36,,2025,848,,
Cózar,2025,43,,2025,903,,
Chillón,2025,83,33.0,2025,1752,18.835616438356162,
Daimiel,2025,920,385.0,2025,17722,21.7244103374337,24.862280103355488
Fernán Caballero,2025,41,,2025,965,,
Fontanarejo,2025,4,,2025,223,,
Fuencaliente,2025,54,32.0,2025,1007,31.777557100297912,
Fuenllana,2025,9,,2025,189,,
Fuente el Fresno,2025,187,81.0,2025,3011,26.901361673862503,
Granátula de Calatrava,2025,29,,2025,683,,
Guadalmez,2025,40,,2025,709,,
Herencia,2025,580,231.0,2025,8661,26.671285071007965,26.403233994940173
Hinojosas de Calatrava,2025,15,,2025,506,,
Horcajo de los Montes,2025,43,,2025,798,,
"Labores, Las",2025,19,,2025,550,,
Luciana,2025,15,,2025,350,,
Malagón,2025,524,238.0,2025,7827,30.407563562028873,30.48880454222398
Manzanares,2025,908,350.0,2025,17728,19.7427797833935,22.13675505393231
Membrilla,2025,284,119.0,2025,5793,20.54203348869325,15.38295011049489
Mestanza,2025,22,,2025,634,,
Miguelturra,2025,895,364.0,2025,15924,22.85857824667169,25.644531414509782
Montiel,2025,96,42.0,2025,1167,35.98971722365039,
Moral de Calatrava,2025,336,129.0,2025,5184,24.88425925925926,20.454407983485325
Navalpino,2025,14,,2025,193,,
Navas de Estena,2025,9,,2025,269,,
Pedro Muñoz,2025,539,221.0,2025,7585,29.13645352669743,28.64934941953224
Picón,2025,29,,2025,690,,
Piedrabuena,2025,250,102.0,2025,4305,23.693379790940767,
Poblete,2025,192,60.0,2025,2998,20.0133422281521,
Porzuna,2025,172,79.0,2025,3529,22.385945026919806,
Pozuelo de Calatrava,2025,223,101.0,2025,4055,24.907521578298397,
"Pozuelos de Calatrava, Los",2025,16,,2025,326,,
Puebla de Don Rodrigo,2025,49,19.0,2025,1148,16.55052264808362,
Puebla del Príncipe,2025,43,,2025,648,,
Puerto Lápice,2025,44,,2025,824,,
Puertollano,2025,1771,715.0,2025,45565,15.691868758915835,22.955763697989656
Retuerta del Bullaque,2025,40,,2025,854,,
Saceruela,2025,18,,2025,520,,
San Carlos del Valle,2025,43,21.0,2025,1055,19.90521327014218,
San Lorenzo de Calatrava,2025,4,,2025,189,,
Santa Cruz de los Cáñamos,2025,18,,2025,463,,
Santa Cruz de Mudela,2025,234,119.0,2025,3881,30.66220046379799,
Socuéllamos,2025,862,316.0,2025,12172,25.961222477817945,27.8690080585519
"Solana, La",2025,800,326.0,2025,15242,21.388269256003152,23.344356375264752
Solana del Pino,2025,16,,2025,333,,
Terrinches,2025,29,,2025,574,,
Tomelloso,2025,2386,890.0,2025,37060,24.015110631408525,33.12858119402073
Torralba de Calatrava,2025,203,93.0,2025,3068,30.312907431551498,
Torre de Juan Abad,2025,40,,2025,928,,
Torrenueva,2025,210,112.0,2025,2645,42.344045368620044,
Valdemanco del Esteras,2025,4,,2025,157,,
Valdepeñas,2025,1898,740.0,2025,30782,24.040023390293026,31.857082959446323
Valenzuela de Calatrava,2025,37,,2025,638,,
Villahermosa,2025,94,39.0,2025,1712,22.7803738317757,
Villamanrique,2025,43,20.0,2025,1050,19.04761904761905,
Villamayor de Calatrava,2025,13,,2025,611,,
Villanueva de la Fuente,2025,134,67.0,2025,1831,36.59202621518296,
Villanueva de los Infantes,2025,366,149.0,2025,116,1284.4827586206898,
Villanueva de San Carlos,2025,12,,2025,261,,
Villarrubia de los Ojos,2025,503,196.0,2025,9512,20.605550883095038,18.956218456115423
Villarta de San Juan,2025,144,70.0,2025,2681,26.10966057441253,
Viso del Marqués,2025,104,44.0,2025,2091,21.04256336681014,
"Robledo, El",2025,84,45.0,2025,1078,41.74397031539888,
Ruidera,2025,44,,2025,529,,
Arenales de San Gregorio,2025,35,,2025,626,,
Llanos del Caudillo,2025,30,,2025,651,,
Adamuz,2025,175,85.0,2025,4100,20.731707317073173,
Aguilar de la Frontera,2025,660,290.0,2025,13130,22.086824067022086,23.246482933229085
Alcaracejos,2025,84,51.0,2025,1512,33.73015873015873,
Almedinilla,2025,147,62.0,2025,2302,26.93310165073849,
Almodóvar del Río,2025,288,132.0,2025,8040,16.417910447761194,11.83364310648001
Añora,2025,69,31.0,2025,1487,20.847343644922663,
Baena,2025,1094,497.0,2025,18386,27.031436962906557,32.16220967988944
Belalcázar,2025,169,80.0,2025,3093,25.864856126737795,
Belmez,2025,113,47.0,2025,2833,16.590187080833037,
Benamejí,2025,302,163.0,2025,4895,33.29928498467824,
"Blázquez, Los",2025,34,,2025,619,,
Bujalance,2025,292,147.0,2025,7065,20.806794055201696,17.142872357820426
Cabra,2025,1113,436.0,2025,19995,21.80545136284071,25.820738763662803
Cañete de las Torres,2025,127,58.0,2025,2766,20.968908170643527,
Carcabuey,2025,134,57.0,2025,2302,24.76107732406603,
Cardeña,2025,61,32.0,2025,1387,23.071377072819033,
"Carlota, La",2025,866,419.0,2025,14503,28.890574363924706,32.89076497495174
"Carpio, El",2025,210,92.0,2025,4327,21.261844233880286,
Castro del Río,2025,445,204.0,2025,7597,26.852705015137555,25.71774398473559
Conquista,2025,11,,2025,367,,
Córdoba,2025,21289,7530.0,2025,323262,23.29379883809418,47.390152692356324
Doña Mencía,2025,215,94.0,2025,4465,21.052631578947366,
Dos Torres,2025,153,64.0,2025,2340,27.35042735042735,
Encinas Reales,2025,123,57.0,2025,2208,25.815217391304348,
Espejo,2025,116,47.0,2025,3175,14.803149606299211,
Espiel,2025,103,37.0,2025,2326,15.907136715391232,
Fernán-Núñez,2025,536,214.0,2025,9670,22.130299896587385,21.15545142066665
Fuente la Lancha,2025,5,,2025,330,,
Fuente Obejuna,2025,215,92.0,2025,4309,21.350661406358782,
Fuente Palmera,2025,638,259.0,2025,9883,26.20661742385915,26.725406305906567
Fuente-Tójar,2025,31,,2025,666,,
"Granjuela, La",2025,24,,2025,412,,
Guadalcázar,2025,62,21.0,2025,1589,13.215859030837004,
"Guijo, El",2025,12,,2025,342,,
Hinojosa del Duque,2025,454,208.0,2025,6534,31.833486378940922,31.02092255779352
Hornachuelos,2025,210,102.0,2025,4383,23.27173169062286,
Iznájar,2025,203,85.0,2025,3676,23.12295973884657,
Lucena,2025,2924,1128.0,2025,43408,25.98599336527829,36.838746045791126
Luque,2025,126,63.0,2025,2796,22.532188841201716,
Montalbán de Córdoba,2025,278,124.0,2025,4401,28.175414678482163,
Montemayor,2025,230,89.0,2025,3859,23.062969681264576,
Montilla,2025,1503,522.0,2025,22305,23.40282447881641,28.743121904964717
Montoro,2025,491,241.0,2025,9004,26.765881830297644,26.799242712255527
Monturque,2025,90,33.0,2025,1929,17.107309486780714,
Moriles,2025,218,94.0,2025,3667,25.634033269702755,
Nueva Carteya,2025,239,110.0,2025,5235,21.012416427889207,15.31811217135997
Obejo,2025,68,33.0,2025,2101,15.706806282722512,
Palenciana,2025,60,32.0,2025,1431,22.36198462613557,
Palma del Río,2025,1050,470.0,2025,20438,22.99637929347294,27.58392475918344
Pedro Abad,2025,137,64.0,2025,2794,22.90622763063708,
Pedroche,2025,77,34.0,2025,1441,23.594725884802223,
Peñarroya-Pueblonuevo,2025,507,216.0,2025,10244,21.085513471300274,20.13705412720761
Posadas,2025,362,165.0,2025,7273,22.6866492506531,19.904826929785067
Pozoblanco,2025,1163,446.0,2025,16931,26.342212509597783,30.686228653407507
Priego de Córdoba,2025,1374,573.0,2025,21764,26.327880904245543,32.43258146842631
Puente Genil,2025,1720,691.0,2025,29963,23.06177619063512,30.360767109125923
"Rambla, La",2025,562,217.0,2025,7412,29.27684835402051,28.666598431834004
Rute,2025,573,248.0,2025,9824,25.2442996742671,25.42211857699568
San Sebastián de los Ballesteros,2025,24,,2025,865,,
Santaella,2025,213,111.0,2025,4641,23.917259211376855,
Santa Eufemia,2025,30,,2025,685,,
Torrecampo,2025,59,,2025,992,,
Valenzuela,2025,42,20.0,2025,1030,19.41747572815534,
Valsequillo,2025,11,,2025,351,,
"Victoria, La",2025,117,56.0,2025,2320,24.137931034482758,
Villa del Río,2025,439,186.0,2025,6852,27.145359019264447,25.372034610469534
Villafranca de Córdoba,2025,257,102.0,2025,4895,20.83758937691522,
Villaharta,2025,19,,2025,630,,
Villanueva de Córdoba,2025,517,247.0,2025,8328,29.658981748318926,29.97317968532593
Villanueva del Duque,2025,60,31.0,2025,1409,22.0014194464159,
Villanueva del Rey,2025,39,17.0,2025,1031,16.488845780795344,
Villaralto,2025,45,17.0,2025,1059,16.052880075542966,
Villaviciosa de Córdoba,2025,145,80.0,2025,3043,26.28984554715741,
"Viso, El",2025,152,66.0,2025,2499,26.410564225690276,
Zuheros,2025,24,,2025,596,,
Abegondo,2025,412,124.0,2025,5631,22.020955425324097,17.206370806862953
Ames,2025,2288,677.0,2025,33276,20.344993388628442,27.398707612753547
Aranga,2025,86,39.0,2025,1793,21.751254880089235,
Ares,2025,256,99.0,2025,6275,15.776892430278886,9.146598261022707
Arteixo,2025,2162,832.0,2025,34403,24.183937447315643,32.83003595092881
Arzúa,2025,460,205.0,2025,5916,34.65179175118323,33.842304527308386
"Baña, A",2025,147,40.0,2025,3239,12.349490583513429,
Bergondo,2025,868,302.0,2025,7135,42.326559215136655,44.526666169718084
Betanzos,2025,889,344.0,2025,13533,25.419345304071527,27.90365851529482
Boimorto,2025,100,38.0,2025,1803,21.07598447032723,
Boiro,2025,1164,456.0,2025,18967,24.041756735382506,28.455766700610248
Boqueixón,2025,269,108.0,2025,4219,25.59848305285613,
Brión,2025,506,162.0,2025,8192,19.775390625,16.75592998914538
Cabana de Bergantiños,2025,283,96.0,2025,4067,23.604622571920334,
Cabanas,2025,229,79.0,2025,3287,24.03407362336477,
Camariñas,2025,344,147.0,2025,5075,28.965517241379313,25.606121423927892
Cambre,2025,1694,578.0,2025,24765,23.339390268524127,29.393613376190086
"Capela, A",2025,69,25.0,2025,1165,21.459227467811157,
Carballo,2025,2461,844.0,2025,32120,26.276463262764633,35.10132051944224
Carnota,2025,228,100.0,2025,3780,26.455026455026452,
Carral,2025,441,158.0,2025,6840,23.099415204678362,20.02829169995369
Cedeira,2025,462,181.0,2025,6547,27.646250190927145,25.700085472962336
Cee,2025,539,219.0,2025,7731,28.327512611563833,27.746314716121596
Cerceda,2025,357,119.0,2025,5116,23.260359655981237,18.202738314077006
Cerdido,2025,59,26.0,2025,1006,25.84493041749503,
Coirós,2025,120,51.0,2025,1945,26.22107969151671,
Corcubión,2025,119,43.0,2025,1659,25.919228450874023,
Coristanco,2025,323,119.0,2025,5710,20.840630472854638,15.692692283342199
"Coruña, A",2025,19100,5651.0,2025,251543,22.465343897464848,44.51302959558444
Culleredo,2025,2143,723.0,2025,31254,23.13303897101171,30.752885778867224
Curtis,2025,320,139.0,2025,4242,32.767562470532766,
Dodro,2025,121,50.0,2025,2589,19.312475859405176,
Dumbría,2025,160,70.0,2025,2716,25.773195876288657,
Fene,2025,605,229.0,2025,12467,18.368492821047568,17.72941683691465
Ferrol,2025,3127,1122.0,2025,64367,17.431292432457628,27.927251507520552
Fisterra,2025,291,171.0,2025,4666,36.64809258465495,
Frades,2025,114,49.0,2025,2117,23.145961265942372,
Irixoa,2025,72,30.0,2025,1343,22.338049143708115,
Laxe,2025,221,77.0,2025,2883,26.708289975719737,
"Laracha, A",2025,681,279.0,2025,11781,23.682200152788386,24.6296035670307
Lousame,2025,148,43.0,2025,3056,14.070680628272251,
Malpica de Bergantiños,2025,380,149.0,2025,5232,28.478593272171253,25.19601007913935
Mañón,2025,69,36.0,2025,1218,29.556650246305416,
Mazaricos,2025,246,109.0,2025,3721,29.29320075248589,
Melide,2025,682,312.0,2025,7817,39.913010106178845,42.25200691038226
Mesía,2025,128,47.0,2025,2367,19.856358259400086,
Miño,2025,493,174.0,2025,7108,24.479459763646595,22.137860334621813
Moeche,2025,83,35.0,2025,1194,29.31323283082077,
Monfero,2025,89,43.0,2025,1816,23.6784140969163,
Mugardos,2025,255,105.0,2025,5203,20.180665000960985,14.128328956527156
Muxía,2025,281,115.0,2025,4326,26.583448913546,
Muros,2025,436,191.0,2025,8173,23.369631714180837,21.64183260003913
Narón,2025,2003,731.0,2025,39953,18.296498385603083,25.81316855687482
Neda,2025,232,84.0,2025,4925,17.055837563451774,
Negreira,2025,462,169.0,2025,6969,24.250251112067726,21.695156476093125
Noia,2025,933,355.0,2025,14123,25.136302485307656,27.83129498874571
Oleiros,2025,2987,808.0,2025,38793,20.828499987111076,29.1436163249031
Ordes,2025,895,341.0,2025,12990,26.250962278675903,28.70474797803506
Oroso,2025,483,187.0,2025,7776,24.04835390946502,22.19712199086937
Ortigueira,2025,353,150.0,2025,5384,27.86032689450223,24.601683304711834
Outes,2025,356,143.0,2025,5998,23.841280426808936,20.09670734828166
Paderne,2025,160,57.0,2025,2450,23.26530612244898,
Padrón,2025,693,272.0,2025,8334,32.63738900887929,33.74044310802128
"Pino, O",2025,283,150.0,2025,4589,32.686859882327305,
"Pobra do Caramiñal, A",2025,557,222.0,2025,9126,24.326101249178173,23.691183265097326
Ponteceso,2025,368,136.0,2025,5268,25.816249050873196,21.79261122620305
Pontedeume,2025,460,182.0,2025,7431,24.491993002287714,22.466822093736493
"Pontes de García Rodríguez, As",2025,611,223.0,2025,9796,22.764393630053082,22.102775420307093
Porto do Son,2025,540,178.0,2025,9060,19.646799116997794,17.284575286040237
Rianxo,2025,577,241.0,2025,10758,22.40193344487823,22.272409131234703
Ribeira,2025,1470,559.0,2025,27102,20.625784074976018,26.343783170231816
Rois,2025,242,95.0,2025,4358,21.798990362551628,
Sada,2025,1234,443.0,2025,130,3407.6923076923076,
San Sadurniño,2025,147,58.0,2025,2738,21.183345507669834,
Santa Comba,2025,722,249.0,2025,9442,26.37153145520017,26.61971001707595
Santiago de Compostela,2025,8751,2668.0,2025,100965,26.424998761947208,43.34523422471319
Santiso,2025,82,32.0,2025,1430,22.377622377622377,
Sobrado,2025,101,50.0,2025,275,181.8181818181818,
"Somozas, As",2025,46,20.0,2025,1042,19.193857965451055,
Teo,2025,1289,420.0,2025,18968,22.14255588359342,25.90763096566752
Toques,2025,54,18.0,2025,1056,17.045454545454543,
Tordoia,2025,140,53.0,2025,3152,16.81472081218274,
Touro,2025,168,69.0,2025,3342,20.64631956912029,
Trazo,2025,144,54.0,2025,2986,18.08439383791025,
Valdoviño,2025,361,138.0,2025,6818,20.240539747726604,16.111401642801603
Val do Dubra,2025,244,103.0,2025,3680,27.98913043478261,
Vedra,2025,362,141.0,2025,4903,28.757903324495206,
Vilasantar,2025,66,32.0,2025,1233,25.952960259529604,
Vilarmaior,2025,71,18.0,2025,1242,14.492753623188406,
Vimianzo,2025,594,206.0,2025,6768,30.437352245862883,29.504764440148097
Zas,2025,357,120.0,2025,4199,28.57823291259824,
Cariño,2025,270,100.0,2025,3661,27.31494127287626,
"Acebrón, El",2025,13,,2025,234,,
Alarcón,2025,17,,2025,173,,
Albaladejo del Cuende,2025,10,,2025,196,,
Albalate de las Nogueras,2025,19,,2025,261,,
"Alberca de Záncara, La",2025,68,36.0,2025,1504,23.93617021276596,
Alcázar del Rey,2025,10,,2025,171,,
Alconchel de la Estrella,2025,7,,2025,75,,
Aliaguilla,2025,36,,2025,594,,
"Almarcha, La",2025,33,,2025,469,,
Almendros,2025,8,,2025,240,,
Almodóvar del Pinar,2025,17,,2025,401,,
